Date,Open,High,Low,Close,Volume
07-08-2021,44.96,48.56,44.88,47.85,"1,14,30,056"
07-07-2021,49,49.38,44.39,47.67,"1,69,58,000"
07-06-2021,51,51.19,48.43,49.89,"1,10,72,248"
07-02-2021,51.2,51.36,49.13,50.71,"1,04,10,916"
07-01-2021,53.35,54.21,50.5,51.09,"1,09,68,448"
06/30/2021,52.42,53.82,51.73,53.54,"1,01,58,592"
06/29/2021,53.4,53.81,52,52.72,"99,20,036"
06/28/2021,52.81,56.11,52.55,53.31,"1,95,17,456"
06/25/2021,53.5,53.55,49.63,52.38,"5,07,71,000"
06/24/2021,55.29,56.86,52.9,53.08,"1,54,53,356"
06/23/2021,55.36,55.64,53.53,54.84,"1,42,20,360"
06/22/2021,54.43,56.47,52.29,55.1,"3,28,00,708"
06/21/2021,54.24,54.6,49.25,50.09,"2,04,80,744"
06/18/2021,55.05,55.87,53.25,53.46,"1,72,81,268"
06/17/2021,56,58.42,55.37,55.9,"1,84,34,292"
06/16/2021,53.81,57.18,52.25,55.74,"2,22,59,308"
06/15/2021,56.59,57.31,52,55.63,"2,92,07,740"
06/14/2021,59.13,59.5,54.8,57.36,"2,85,30,508"
06-11-2021,55.59,60.28,51.53,58.34,"6,23,23,080"
06-10-2021,70.5,72,52.75,55.1,"9,19,20,600"
06-09-2021,75.78,82,72.88,75.64,"5,37,17,240"
06-08-2021,73,86.17,70.25,75,"6,97,56,476"
06-07-2021,64.5,70.5,63.8,70,"2,42,05,960"
06-04-2021,64.01,66.25,61.44,62.09,"1,45,50,060"
06-03-2021,66.43,68.61,60.53,64.55,"3,19,99,820"
06-02-2021,62.22,73.5,61.08,70.56,"6,40,76,880"
06-01-2021,58.37,63.75,56.77,62.26,"3,85,02,440"
05/28/2021,65.74,67.2,55.36,55.5,"4,70,05,480"
05/27/2021,57.45,66,56.75,63.53,"6,21,05,200"
05/26/2021,57.25,62.12,56.39,60.64,"8,44,79,476"
05/25/2021,45.25,54.28,45.25,52.36,"5,95,49,840"
05/24/2021,43.96,47.11,43.34,45,"1,86,57,392"
05/21/2021,42.75,44.81,42.58,44.2,"1,46,18,732"
05/20/2021,42.7,43.73,41.73,42.62,"99,12,672"
05/19/2021,43,44.74,41.04,42.21,"1,93,03,620"
05/18/2021,43.64,47.3,42.07,45.17,"3,09,54,868"
05/17/2021,39.96,45.63,39.75,45.15,"2,94,91,052"
05/14/2021,40,41.62,39.06,39.98,"1,71,74,120"
05/13/2021,36.86,42.49,36.61,41.13,"3,54,93,948"
05-12-2021,36.43,37.63,35.56,36.2,"1,09,26,040"
05-11-2021,34.25,37.63,34.13,36.73,"1,87,38,336"
05-10-2021,40.33,40.4,35.75,35.81,"1,92,26,740"
05-07-2021,40.03,41.85,39.38,40.28,"1,17,38,496"
05-06-2021,40.22,41.18,38.9,40.25,"1,17,71,208"
05-05-2021,40.46,41.38,39.58,39.87,"1,12,21,636"
05-04-2021,39.75,40.37,37.95,40.18,"1,60,30,048"
05-03-2021,44.37,44.37,39.9,40.55,"2,10,44,076"
04/30/2021,43.75,45.95,43.18,43.4,"1,77,34,260"
04/29/2021,44.14,45.22,42.69,44.05,"1,50,41,000"
04/28/2021,43.03,45.5,41.51,44.65,"2,31,55,752"
04/27/2021,45.89,47,43.29,44.44,"3,57,30,872"
04/26/2021,37.75,43.67,37.19,42.23,"4,21,28,440"
04/23/2021,37.25,38.41,36.18,37.8,"1,61,68,228"
04/22/2021,39.78,39.78,36.72,37.79,"1,73,83,236"
04/21/2021,39.6,40.75,38.98,39.63,"1,52,51,380"
04/20/2021,41.04,41.22,38.34,39.63,"1,86,34,432"
04/19/2021,42.95,43.8,40.58,41.09,"4,20,80,840"
04/16/2021,39,40.05,37.81,38.67,"2,08,58,840"
04/15/2021,40.75,41.56,38.2,39.11,"3,14,27,120"
04/14/2021,35.89,43.52,35.75,41.63,"8,45,52,564"
04/13/2021,35.47,36.34,33,35.25,"2,72,27,472"
04-12-2021,39.53,40.98,33.75,35.27,"6,67,34,400"
04-09-2021,42.43,42.9,38.25,39.59,"3,78,49,520"
04-08-2021,46.47,46.47,41.08,42.57,"4,01,89,560"
04-07-2021,45.81,46.12,44.03,44.49,"1,90,73,044"
04-06-2021,46.3,48,45.89,46.13,"2,48,73,272"
04-05-2021,42.75,48.75,41.2,46.74,"5,62,81,960"
04-01-2021,48.34,49.24,45.9,47.86,"3,73,37,380"
03/31/2021,49.38,49.87,46.78,47.46,"3,35,75,336"
03/30/2021,46.88,51.08,45.5,48.62,"6,83,79,680"
03/29/2021,45.19,48.48,43.38,45.33,"4,01,68,720"
03/26/2021,49.42,54.73,40.82,45.25,"14,97,22,688"
03/25/2021,30.87,46.88,29.23,45.94,"20,38,49,360"
03/24/2021,39.5,41.74,29.66,30.09,"9,67,11,524"
03/23/2021,49.38,50.44,44.39,45.44,"5,77,16,600"
03/22/2021,51.32,52.59,46.55,48.62,"4,02,46,040"
03/19/2021,48.93,56.75,45.67,50.07,"9,87,09,204"
03/18/2021,53.5,54.72,48.91,50.44,"4,71,99,640"
03/17/2021,54.46,57.87,51,52.45,"6,59,26,360"
03/16/2021,50.79,55.18,43.09,52.04,"14,16,91,484"
03/15/2021,69.38,70.75,51.5,55.04,"9,69,04,756"
03-12-2021,68.75,73.88,65.57,66.13,"10,33,83,600"
03-11-2021,60.41,70.38,58.15,65,"11,32,49,960"
03-10-2021,67.36,87.13,43,66.25,"28,62,82,280"
03-09-2021,54.43,62.46,52.13,61.73,"15,63,97,312"
03-08-2021,38.72,52.72,36.53,48.63,"25,42,62,484"
03-05-2021,32.04,37.88,31.88,34.44,"12,29,34,680"
03-04-2021,31.25,36.97,28.83,33.09,"13,04,27,564"
03-03-2021,30.63,31.94,28.28,31.05,"7,70,95,524"
03-02-2021,29.23,33.3,28.05,29.55,"13,51,32,156"
03-01-2021,26.14,33.5,24.99,30.1,"19,91,75,876"
02/26/2021,29.37,35.73,21.5,25.44,"36,87,76,592"
02/25/2021,42.39,46.17,25.25,27.18,"60,12,35,188"
02/24/2021,11.18,22.93,11.18,22.93,"33,24,46,968"
02/23/2021,11.24,11.56,10,11.24,"3,02,60,860"
02/22/2021,11.67,12.13,10.6,11.5,"7,79,04,080"
02/19/2021,10.32,10.97,9.63,10.15,"5,93,12,960"
02/18/2021,12.12,12.22,10.16,10.17,"9,59,62,244"
02/17/2021,12.44,12.8,11.14,11.49,"3,70,43,180"
02/16/2021,13.17,13.38,12.26,12.38,"3,27,00,120"
02-12-2021,12.69,13.81,12.01,13.1,"5,82,93,040"
02-11-2021,12.5,13.83,12.06,12.78,"5,22,26,920"
02-10-2021,12.69,15.71,11.64,12.8,"14,58,20,156"
02-09-2021,14.15,14.25,11.63,12.58,"10,73,72,320"
02-08-2021,18.1,18.17,14.51,15,"10,27,49,116"
02-05-2021,13.51,23.75,12.77,15.94,"32,53,80,032"
02-04-2021,22.8,22.88,13.33,13.38,"24,97,09,124"
02-03-2021,28,28.35,21.31,23.1,"17,07,94,048"
02-02-2021,35.19,39.5,18.56,22.5,"31,27,32,280"
02-01-2021,79.14,80.5,53,56.25,"14,95,28,608"
01/29/2021,94.93,103.5,62.5,81.25,"20,22,64,236"
01/28/2021,66.25,120.75,28.06,48.4,"23,52,63,236"
01/27/2021,88.71,95,62.25,86.88,"37,35,86,688"
01/26/2021,22.14,37.5,20.05,37,"71,43,52,000"
01/25/2021,24.18,39.8,15.28,19.2,"71,14,96,000"
01/22/2021,10.65,19.19,10.58,16.25,"78,86,31,624"
01/21/2021,9.81,11.19,9.25,10.76,"22,83,19,016"
01/20/2021,9.34,10.3,9.02,9.78,"13,38,87,156"
01/19/2021,10.39,11.38,9.16,9.84,"29,88,87,688"
01/15/2021,9.62,10.19,8.5,8.88,"18,74,65,436"
01/14/2021,9.52,10.77,8.26,9.98,"37,48,69,624"
01/13/2021,5.11,9.66,5.01,7.85,"57,80,06,812"
01-12-2021,4.99,5.1,4.83,4.99,"2,82,42,660"
01-11-2021,4.85,5.16,4.75,4.99,"5,97,10,440"
01-08-2021,4.55,4.58,4.27,4.42,"2,59,27,840"
01-07-2021,4.62,4.86,4.51,4.52,"2,45,17,104"
01-06-2021,4.34,4.75,4.33,4.59,"2,42,24,992"
01-05-2021,4.34,4.52,4.31,4.34,"1,98,45,828"
01-04-2021,4.75,4.78,4.29,4.31,"4,00,89,880"
12/31/2020,4.81,4.95,4.7,4.71,"2,76,90,608"
12/30/2020,4.85,5,4.71,4.82,"2,37,37,564"
12/29/2020,5.21,5.27,4.64,4.85,"3,69,65,764"
12/28/2020,5.33,5.49,5.09,5.25,"3,58,63,432"
12/24/2020,5.25,5.37,4.99,5.04,"2,50,48,696"
12/23/2020,5.04,5.59,4.78,5.14,"10,33,21,040"
12/22/2020,4.06,5.01,4.04,4.87,"12,27,50,884"
12/21/2020,3.95,4.09,3.82,3.88,"3,95,04,512"
12/18/2020,3.95,4.08,3.8,3.91,"6,64,75,116"
12/17/2020,3.49,3.75,3.4,3.71,"3,27,79,608"
12/16/2020,3.49,3.58,3.4,3.46,"2,34,60,492"
12/15/2020,3.2,3.51,3.12,3.46,"3,27,71,424"
12/14/2020,3.34,3.36,3.04,3.18,"4,00,28,360"
12-11-2020,3.48,3.5,3.26,3.33,"2,99,87,472"
12-10-2020,3.28,3.6,3.26,3.53,"3,02,35,688"
12-09-2020,3.48,3.68,3.31,3.42,"9,74,31,756"
12-08-2020,4.09,4.3,3.98,4.24,"6,44,80,640"
12-07-2020,4.25,4.38,4.06,4.09,"2,95,45,032"
12-04-2020,4.08,4.32,4.07,4.23,"3,58,90,688"
12-03-2020,4.12,4.16,3.97,4.03,"2,51,79,860"
12-02-2020,3.93,4.17,3.85,4.15,"3,15,33,520"
12-01-2020,4.28,4.35,3.94,3.95,"5,06,64,120"
11/30/2020,4.54,4.86,4.14,4.14,"12,79,34,000"
11/27/2020,3.82,4.19,3.72,4.02,"5,00,16,800"
11/25/2020,3.4,3.81,3.36,3.69,"3,54,40,368"
11/24/2020,3.56,3.57,3.33,3.42,"2,87,46,840"
11/23/2020,3.23,3.53,3.17,3.48,"3,84,31,892"
11/20/2020,3.14,3.37,3.14,3.18,"3,36,09,388"
11/19/2020,2.9,3.2,2.86,3.12,"4,71,50,440"
11/18/2020,2.95,3.01,2.89,2.89,"1,26,76,888"
11/17/2020,2.91,2.98,2.81,2.91,"2,67,12,704"
11/16/2020,2.79,3.17,2.68,3.02,"3,90,99,296"
11/13/2020,2.84,2.89,2.75,2.75,"1,41,84,684"
11-12-2020,2.94,2.97,2.74,2.78,"1,74,23,568"
11-11-2020,2.88,2.99,2.8,2.94,"1,95,30,276"
11-10-2020,2.88,2.92,2.71,2.78,"1,53,03,852"
11-09-2020,3.19,3.23,2.81,2.87,"2,49,79,460"
11-06-2020,2.88,3.04,2.83,2.97,"2,20,72,972"
11-05-2020,2.82,2.96,2.77,2.86,"1,88,20,980"
11-04-2020,2.94,2.94,2.65,2.73,"2,32,31,484"
11-03-2020,2.69,2.97,2.66,2.89,"2,98,17,888"
11-02-2020,2.71,2.77,2.63,2.69,"2,09,08,044"
10/30/2020,2.91,2.91,2.59,2.62,"4,62,49,480"
10/29/2020,2.97,3.06,2.92,2.93,"1,66,63,372"
10/28/2020,3.07,3.26,2.95,2.96,"2,55,54,320"
10/27/2020,3.43,3.43,3.09,3.17,"2,89,24,024"
10/26/2020,3.73,3.86,3.32,3.36,"5,35,05,080"
10/23/2020,3.76,3.85,3.64,3.75,"2,60,29,296"
10/22/2020,3.55,3.97,3.55,3.73,"6,48,48,920"
10/21/2020,3.48,3.61,3.45,3.53,"2,14,47,712"
10/20/2020,3.51,3.54,3.42,3.47,"2,64,15,804"
10/19/2020,3.36,3.63,3.35,3.48,"5,26,76,280"
10/16/2020,3.44,3.48,3.27,3.33,"4,66,06,320"
10/15/2020,3,3.78,3,3.46,"15,95,79,280"
10/14/2020,3.17,3.17,3.01,3.06,"4,31,07,040"
10/13/2020,2.93,3.11,2.91,2.97,"4,07,18,840"
10-12-2020,2.92,3.19,2.85,2.95,"9,46,22,796"
10-09-2020,3.21,3.7,2.98,3.01,"30,86,11,124"
10-08-2020,2.39,3.41,2.3,3.37,"30,58,14,248"
10-07-2020,2.31,2.39,2.29,2.34,"1,32,34,576"
10-06-2020,2.39,2.46,2.28,2.28,"1,81,41,684"
10-05-2020,2.36,2.4,2.31,2.37,"1,12,19,876"
10-02-2020,2.35,2.45,2.33,2.35,"1,73,61,936"
10-01-2020,2.52,2.56,2.42,2.44,"1,82,16,220"
09/30/2020,2.56,2.69,2.52,2.55,"2,43,16,132"
09/29/2020,2.5,2.66,2.48,2.59,"2,09,77,356"
09/28/2020,2.54,2.57,2.39,2.52,"2,70,57,292"
09/25/2020,2.3,2.55,2.28,2.51,"3,00,60,628"
09/24/2020,2.43,2.45,2.25,2.29,"3,17,55,352"
09/23/2020,2.65,2.72,2.48,2.51,"4,26,04,600"
09/22/2020,2.61,2.79,2.48,2.64,"13,90,09,920"
09/21/2020,2.34,2.4,2.1,2.19,"3,05,59,224"
09/18/2020,2.3,2.44,2.23,2.37,"6,96,30,040"
09/17/2020,2.14,2.44,2.1,2.3,"6,81,06,884"
09/16/2020,1.76,2.26,1.76,2.17,"7,73,86,040"
09/15/2020,1.72,1.82,1.67,1.77,"2,29,73,956"
09/14/2020,1.7,1.75,1.61,1.73,"4,04,75,880"
09-11-2020,1.57,1.58,1.47,1.52,"2,42,44,760"
09-10-2020,1.66,1.74,1.55,1.56,"6,22,33,120"
09-09-2020,1.99,2,1.83,1.84,"3,62,72,328"
09-08-2020,1.89,2.07,1.87,1.93,"3,92,66,480"
09-04-2020,1.95,1.98,1.79,1.91,"3,06,47,976"
09-03-2020,1.97,2.11,1.81,1.96,"5,73,78,000"
09-02-2020,1.95,2.01,1.78,1.93,"5,20,44,440"
09-01-2020,1.83,1.96,1.69,1.91,"9,28,44,204"
08/31/2020,1.44,1.79,1.42,1.67,"15,19,04,000"
08/28/2020,1.33,1.39,1.3,1.35,"1,69,47,704"
08/27/2020,1.28,1.34,1.26,1.31,"1,35,38,632"
08/26/2020,1.24,1.31,1.23,1.28,"1,11,18,656"
08/25/2020,1.22,1.31,1.22,1.25,"1,19,94,712"
08/24/2020,1.28,1.28,1.14,1.22,"1,83,41,464"
08/21/2020,1.15,1.4,1.15,1.26,"4,25,70,360"
08/20/2020,1.16,1.17,1.13,1.15,"97,64,736"
08/19/2020,1.2,1.21,1.16,1.18,"1,04,50,332"
08/18/2020,1.15,1.22,1.11,1.2,"1,53,39,360"
08/17/2020,1.2,1.2,1.14,1.16,"94,83,880"
08/14/2020,1.15,1.21,1.14,1.19,"1,38,98,768"
08/13/2020,1.13,1.18,1.12,1.16,"85,13,252"
08-12-2020,1.1,1.16,1.09,1.13,"1,22,30,376"
08-11-2020,1.11,1.14,1.09,1.09,"1,25,56,420"
08-10-2020,1.05,1.14,1.05,1.08,"1,82,47,088"
08-07-2020,1.1,1.1,1.02,1.04,"1,33,64,396"
08-06-2020,1.15,1.16,1.1,1.11,"76,04,896"
08-05-2020,1.13,1.19,1.06,1.16,"1,97,02,788"
08-04-2020,1.03,1.18,1.03,1.11,"4,14,45,440"
08-03-2020,1.01,1.06,1,1.04,"1,00,72,040"
07/31/2020,1.02,1.04,1,1,"75,18,212"
07/30/2020,1,1.06,0.99,1.03,"95,93,940"
07/29/2020,0.99,1.05,0.98,1.02,"1,15,18,504"
07/28/2020,0.99,1.01,0.98,0.99,"1,82,21,568"
07/27/2020,1.01,1.03,0.99,1,"98,90,784"
07/24/2020,1.02,1.06,1,1.01,"88,65,180"
07/23/2020,1.02,1.08,1.02,1.03,"1,29,50,200"
07/22/2020,1.01,1.03,0.98,1.03,"1,00,94,188"
07/21/2020,0.98,1.02,0.97,1,"1,33,64,048"
07/20/2020,0.99,1.02,0.94,0.96,"1,36,04,352"
07/17/2020,1.04,1.06,0.98,0.99,"1,22,66,196"
07/16/2020,1.05,1.05,1.02,1.04,"53,21,844"
07/15/2020,1.03,1.07,1.03,1.05,"58,96,504"
07/14/2020,1.06,1.08,1.02,1.02,"90,46,356"
07/13/2020,1.09,1.14,1.07,1.07,"1,68,65,060"
07-10-2020,1.05,1.1,1.05,1.09,"56,43,312"
07-09-2020,1.07,1.08,1.03,1.05,"79,70,484"
07-08-2020,1.03,1.07,1.01,1.07,"82,11,316"
07-07-2020,1.05,1.06,1.02,1.02,"98,27,880"
07-06-2020,1.08,1.09,1.05,1.06,"85,63,516"
07-02-2020,1.12,1.13,1.07,1.07,"75,51,004"
07-01-2020,1.08,1.13,1.08,1.11,"92,16,404"
06/30/2020,1.08,1.13,1.05,1.09,"1,55,56,116"
06/29/2020,1.09,1.13,1.08,1.1,"85,25,320"
06/26/2020,1.12,1.13,1.07,1.09,"1,52,04,620"
06/25/2020,1.08,1.14,1.07,1.12,"98,03,744"
06/24/2020,1.21,1.21,1.1,1.1,"1,19,04,836"
06/23/2020,1.24,1.25,1.2,1.21,"1,28,21,488"
06/22/2020,1.2,1.24,1.18,1.22,"1,27,15,864"
06/19/2020,1.24,1.27,1.17,1.22,"2,94,63,468"
06/18/2020,1.17,1.24,1.16,1.24,"1,36,95,308"
06/17/2020,1.14,1.21,1.13,1.19,"1,43,73,864"
06/16/2020,1.24,1.24,1.13,1.16,"1,24,94,140"
06/15/2020,1.13,1.19,1.11,1.17,"1,56,41,540"
06-12-2020,1.15,1.2,1.1,1.18,"1,75,12,768"
06-11-2020,1.16,1.22,1.05,1.09,"2,49,43,972"
06-10-2020,1.2,1.38,1.17,1.27,"4,24,25,480"
06-09-2020,1.25,1.25,1.14,1.24,"3,22,93,792"
06-08-2020,1.07,1.28,1.07,1.25,"4,05,34,640"
06-05-2020,1.07,1.1,1.02,1.04,"2,50,97,712"
06-04-2020,1.11,1.18,1.09,1.12,"1,40,57,196"
06-03-2020,1.06,1.13,1.05,1.11,"1,21,49,696"
06-02-2020,1.07,1.08,1.02,1.05,"94,79,120"
06-01-2020,1.03,1.09,1.01,1.03,"1,04,73,696"
05/29/2020,1.08,1.11,1.01,1.02,"1,58,94,160"
05/28/2020,1.19,1.19,1.08,1.08,"87,37,468"
05/27/2020,1.14,1.18,1.09,1.17,"1,25,86,412"
05/26/2020,1.09,1.15,1.08,1.11,"1,41,83,704"
05/22/2020,1.12,1.12,1.03,1.05,"95,19,404"
05/21/2020,1.11,1.16,1.1,1.11,"78,87,624"
05/20/2020,1.13,1.17,1.08,1.11,"1,01,74,436"
05/19/2020,1.15,1.19,1.09,1.11,"73,62,928"
05/18/2020,1.1,1.16,1.09,1.15,"94,86,776"
05/15/2020,1.01,1.11,1.01,1.06,"77,62,816"
05/14/2020,1.04,1.05,0.99,1.03,"80,19,472"
05/13/2020,1.14,1.14,1.02,1.05,"1,15,31,508"
05-12-2020,1.2,1.23,1.12,1.14,"1,05,56,628"
05-11-2020,1.23,1.24,1.19,1.19,"67,96,632"
05-08-2020,1.22,1.3,1.21,1.25,"94,14,644"
05-07-2020,1.21,1.23,1.16,1.22,"1,00,04,780"
05-06-2020,1.35,1.35,1.23,1.23,"1,34,78,560"
05-05-2020,1.39,1.41,1.34,1.35,"84,23,676"
05-04-2020,1.46,1.48,1.35,1.37,"1,62,72,420"
05-01-2020,1.41,1.55,1.36,1.51,"1,60,22,392"
04/30/2020,1.47,1.49,1.41,1.43,"86,94,120"
04/29/2020,1.46,1.52,1.36,1.51,"1,34,80,180"
04/28/2020,1.48,1.51,1.27,1.41,"2,08,00,756"
04/27/2020,1.21,1.5,1.2,1.46,"2,91,00,552"
04/24/2020,1.2,1.21,1.17,1.19,"89,46,176"
04/23/2020,1.19,1.22,1.15,1.18,"90,63,412"
04/22/2020,1.29,1.29,1.21,1.22,"1,07,12,532"
04/21/2020,1.31,1.33,1.19,1.2,"1,65,68,200"
04/20/2020,1.21,1.48,1.2,1.4,"2,43,40,044"
04/17/2020,1.31,1.32,1.11,1.22,"2,26,12,752"
04/16/2020,1.28,1.36,1.22,1.26,"1,34,87,684"
04/15/2020,1.42,1.42,1.23,1.32,"2,99,99,416"
04/14/2020,1.3,1.62,1.29,1.49,"5,40,26,520"
04/13/2020,1.06,1.19,1.04,1.19,"2,73,78,004"
04-09-2020,0.9,1.06,0.87,0.97,"2,36,35,664"
04-08-2020,0.81,0.92,0.8,0.85,"1,15,38,112"
04-07-2020,0.85,0.86,0.78,0.82,"1,13,47,436"
04-06-2020,0.72,0.8,0.71,0.77,"1,33,24,280"
04-03-2020,0.71,0.74,0.64,0.7,"1,53,23,044"
04-02-2020,0.82,0.84,0.71,0.71,"1,62,57,356"
04-01-2020,0.86,0.87,0.78,0.81,"1,82,74,780"
03/31/2020,0.91,0.95,0.88,0.88,"92,16,528"
03/30/2020,1.06,1.07,0.91,0.91,"1,34,02,284"
03/27/2020,1.24,1.27,1.04,1.06,"2,80,99,052"
03/26/2020,1.06,1.18,1.06,1.1,"2,48,43,916"
03/25/2020,1.04,1.12,1.01,1.04,"1,43,68,236"
03/24/2020,0.99,1.05,0.97,1.04,"2,72,22,636"
03/23/2020,0.9,0.97,0.88,0.95,"2,40,39,136"
03/20/2020,1.02,1.02,0.91,0.94,"3,08,88,776"
03/19/2020,0.93,1.05,0.89,1.05,"2,01,58,156"
03/18/2020,1.03,1.06,0.88,0.94,"1,46,06,836"
03/17/2020,1.1,1.16,1.03,1.06,"1,42,48,840"
03/16/2020,0.98,1.14,0.98,1.09,"1,94,66,784"
03/13/2020,1.03,1.16,0.96,1.15,"2,31,48,844"
03-12-2020,0.93,1.01,0.87,1,"2,04,93,452"
03-11-2020,1.04,1.06,1,1.04,"1,76,56,784"
03-10-2020,0.99,1.07,0.95,1.06,"1,94,52,676"
03-09-2020,0.9,0.99,0.88,0.93,"1,09,28,088"
03-06-2020,0.96,1.02,0.94,0.98,"83,87,212"
03-05-2020,0.93,1,0.9,0.99,"1,43,98,508"
03-04-2020,0.93,0.96,0.87,0.94,"1,70,30,516"
03-03-2020,0.97,0.97,0.88,0.91,"1,71,29,824"
03-02-2020,0.9,0.96,0.85,0.96,"1,28,33,712"
02/28/2020,0.84,0.93,0.84,0.9,"1,87,68,788"
02/27/2020,0.81,0.91,0.8,0.87,"1,55,17,920"
02/26/2020,0.9,0.91,0.84,0.85,"1,89,01,488"
02/25/2020,0.94,0.95,0.89,0.89,"1,77,91,824"
02/24/2020,0.98,0.98,0.93,0.93,"1,42,65,156"
02/21/2020,1.03,1.05,1,1.01,"67,82,772"
02/20/2020,1.04,1.07,1.03,1.04,"62,49,364"
02/19/2020,1.02,1.07,0.98,1.04,"1,03,72,368"
02/18/2020,1,1.02,0.99,1.02,"58,70,448"
02/14/2020,1.03,1.05,1.01,1.01,"63,30,640"
02/13/2020,1.03,1.07,1.02,1.03,"83,26,772"
02-12-2020,1.03,1.13,1.02,1.05,"1,92,82,416"
02-11-2020,1,1.06,0.99,1.01,"1,36,60,092"
02-10-2020,0.96,1.03,0.94,0.99,"1,11,08,168"
02-07-2020,1.03,1.03,0.94,0.95,"1,09,69,124"
02-06-2020,1.05,1.08,1.03,1.04,"60,41,212"
02-05-2020,1.04,1.1,1.04,1.05,"1,05,66,888"
02-04-2020,1.01,1.06,0.99,1.02,"1,42,52,244"
02-03-2020,0.97,1,0.96,0.99,"81,04,796"
01/31/2020,0.98,0.99,0.96,0.96,"1,15,67,056"
01/30/2020,1.03,1.03,0.97,0.98,"1,20,26,932"
01/29/2020,1.06,1.08,1.03,1.03,"62,10,228"
01/28/2020,1.08,1.08,1.05,1.05,"85,79,744"
01/27/2020,1.05,1.09,1.04,1.07,"84,91,216"
01/24/2020,1.16,1.16,1.06,1.08,"1,66,54,788"
01/23/2020,1.14,1.16,1.12,1.16,"75,20,856"
01/22/2020,1.14,1.16,1.12,1.14,"1,05,09,944"
01/21/2020,1.19,1.19,1.14,1.15,"1,41,28,548"
01/17/2020,1.15,1.19,1.13,1.19,"1,60,78,096"
01/16/2020,1.15,1.18,1.13,1.16,"1,71,48,260"
01/15/2020,1.17,1.18,1.14,1.15,"1,99,24,464"
01/14/2020,1.2,1.25,1.13,1.18,"5,02,50,280"
01/13/2020,1.36,1.4,1.33,1.36,"1,45,36,056"
01-10-2020,1.39,1.4,1.35,1.36,"1,11,25,648"
01-09-2020,1.46,1.46,1.37,1.39,"1,05,72,204"
01-08-2020,1.37,1.46,1.35,1.43,"2,25,17,780"
01-07-2020,1.44,1.46,1.36,1.38,"2,09,42,076"
01-06-2020,1.45,1.48,1.4,1.46,"1,35,79,108"
01-03-2020,1.55,1.56,1.46,1.47,"1,42,03,844"
01-02-2020,1.54,1.62,1.52,1.58,"1,77,23,000"
12/31/2019,1.52,1.6,1.5,1.52,"1,72,90,440"
12/30/2019,1.47,1.56,1.44,1.53,"1,79,29,392"
12/27/2019,1.36,1.5,1.35,1.48,"4,41,65,160"
12/26/2019,1.37,1.38,1.31,1.35,"1,70,64,612"
12/24/2019,1.41,1.42,1.36,1.36,"1,35,82,040"
12/23/2019,1.51,1.52,1.39,1.4,"2,51,31,632"
12/20/2019,1.52,1.56,1.49,1.5,"2,19,38,516"
12/19/2019,1.55,1.56,1.51,1.52,"1,78,07,916"
12/18/2019,1.52,1.57,1.48,1.54,"2,10,62,424"
12/17/2019,1.38,1.52,1.37,1.52,"1,65,69,336"
12/16/2019,1.35,1.4,1.35,1.38,"1,76,28,824"
12/13/2019,1.37,1.41,1.31,1.36,"2,17,56,072"
12-12-2019,1.37,1.43,1.35,1.4,"2,55,49,496"
12-11-2019,1.31,1.45,1.3,1.38,"7,81,55,640"
12-10-2019,1.57,1.64,1.53,1.63,"3,88,75,396"
12-09-2019,1.66,1.73,1.55,1.58,"2,54,06,232"
12-06-2019,1.6,1.67,1.6,1.67,"1,90,29,552"
12-05-2019,1.58,1.63,1.56,1.6,"1,75,25,652"
12-04-2019,1.54,1.62,1.53,1.61,"1,14,89,940"
12-03-2019,1.51,1.55,1.48,1.53,"88,64,792"
12-02-2019,1.59,1.62,1.52,1.54,"82,42,504"
11/29/2019,1.58,1.6,1.56,1.59,"54,75,932"
11/27/2019,1.53,1.6,1.51,1.59,"1,21,24,616"
11/26/2019,1.51,1.57,1.5,1.53,"1,06,02,756"
11/25/2019,1.42,1.52,1.41,1.51,"1,09,79,552"
11/22/2019,1.4,1.46,1.38,1.42,"1,39,76,200"
11/21/2019,1.37,1.4,1.34,1.38,"1,11,36,084"
11/20/2019,1.39,1.39,1.34,1.37,"1,06,66,788"
11/19/2019,1.39,1.42,1.36,1.38,"1,34,42,192"
11/18/2019,1.46,1.46,1.4,1.41,"1,19,83,576"
11/15/2019,1.5,1.5,1.46,1.47,"86,64,204"
11/14/2019,1.49,1.53,1.48,1.5,"68,34,940"
11/13/2019,1.48,1.49,1.45,1.49,"61,35,676"
11-12-2019,1.51,1.52,1.47,1.48,"73,37,940"
11-11-2019,1.51,1.52,1.44,1.51,"1,24,37,828"
11-08-2019,1.54,1.57,1.51,1.52,"78,74,880"
11-07-2019,1.55,1.58,1.51,1.56,"1,25,17,132"
11-06-2019,1.48,1.55,1.46,1.52,"1,65,13,168"
11-05-2019,1.47,1.55,1.47,1.48,"1,34,96,484"
11-04-2019,1.48,1.51,1.44,1.46,"1,46,80,196"
11-01-2019,1.36,1.5,1.36,1.46,"2,08,41,420"
10/31/2019,1.41,1.42,1.33,1.36,"1,74,34,288"
10/30/2019,1.44,1.46,1.38,1.43,"1,49,58,172"
10/29/2019,1.55,1.56,1.45,1.45,"1,56,75,112"
10/28/2019,1.6,1.62,1.54,1.55,"1,14,18,976"
10/25/2019,1.58,1.61,1.56,1.59,"1,05,81,660"
10/24/2019,1.63,1.64,1.51,1.61,"1,71,09,496"
